2018;05;1;0;
2018;05;2;0;
2018;05;3;0;
2018;05;4;0;
2018;05;5;0;
2018;05;6;0;
2018;05;7;0;
2018;05;8;0;
2018;05;9;0;T
2018;05;10;11,9;
2018;05;11;0;
2018;05;12;1,3;
2018;05;13;0;
2018;05;14;0;
2018;05;15;0;
2018;05;16;15,5;
2018;05;17;6,9;T
2018;05;18;0;
2018;05;19;0;
2018;05;20;0;
2018;05;21;0;
2018;05;22;0;
2018;05;23;6,6;
2018;05;24;3;
2018;05;25;0;
2018;05;26;0;
2018;05;27;0;
2018;05;28;0;T
2018;05;29;0;
2018;05;30;8,1;
2018;05;31;0;
2018;06;1;1,3;
2018;06;2;0;
2018;06;3;0;
2018;06;4;0;
2018;06;5;0;
2018;06;6;0;
2018;06;7;0;
2018;06;8;0;
2018;06;9;14,7;
2018;06;10;3,3;
2018;06;11;1;
2018;06;12;43,4;
2018;06;13;10,9;
2018;06;14;0;
2018;06;15;0;
2018;06;16;0;
2018;06;17;0;T
2018;06;18;0;
2018;06;19;0;
2018;06;20;0;
2018;06;21;0;
2018;06;22;1,3;
2018;06;23;0;
2018;06;24;0;
2018;06;25;0,3;T
2018;06;26;12,2;
2018;06;27;0,3;
2018;06;28;5,3;
2018;06;29;0;
2018;06;30;0;
2018;07;1;0;
2018;07;2;0;
2018;07;3;0;
2018;07;4;0;
2018;07;5;1;
2018;07;6;0,5;
2018;07;7;0;
2018;07;8;0;
2018;07;9;0;T
2018;07;10;4,6;
2018;07;11;1,5;
2018;07;12;1;
2018;07;13;0;
2018;07;14;0;T
2018;07;15;0;
2018;07;16;0;
2018;07;17;0;T
2018;07;18;0;
2018;07;19;0;
2018;07;20;0;
2018;07;21;0,5;
2018;07;22;3;
2018;07;23;0;
2018;07;24;0;
2018;07;25;0;T
2018;07;26;0,3;T
2018;07;27;0;
2018;07;28;0;
2018;07;29;0;
2018;07;30;0;
2018;07;31;0;
2018;08;1;0;
2018;08;2;0;
2018;08;3;0,3;
2018;08;4;2;
2018;08;5;6,9;
2018;08;6;0;
2018;08;7;0;
2018;08;8;8,1;
2018;08;9;0;
2018;08;10;0,5;
2018;08;11;0;
2018;08;12;0;
2018;08;13;0;
2018;08;14;1,8;T
2018;08;15;0;
2018;08;16;0;
2018;08;17;0;
2018;08;18;0;
2018;08;19;0;
2018;08;20;0;
2018;08;21;0;
2018;08;22;0;
2018;08;23;0;
2018;08;24;8,1;
2018;08;25;0;
2018;08;26;0;
2018;08;27;0;
2018;08;28;0;
2018;08;29;0;T
2018;08;30;0;
2018;08;31;0;
2018;09;1;9,9;
2018;09;2;23,1;
2018;09;3;1,8;
2018;09;4;0;
2018;09;5;0;
2018;09;6;0;
2018;09;7;0;
2018;09;8;0;
2018;09;9;0;
2018;09;10;0;
2018;09;11;0;
2018;09;12;0;
2018;09;13;1,5;
2018;09;14;2;
2018;09;15;0;T
2018;09;16;0;
2018;09;17;0;
2018;09;18;0;
2018;09;19;0;
2018;09;20;0;
2018;09;21;1,3;
2018;09;22;0;
2018;09;23;12,7;
2018;09;24;0,3;
2018;09;25;0;
2018;09;26;0;
2018;09;27;0;
2018;09;28;0;
2018;09;29;0;
2018;09;30;0;
2018;10;1;2,8;
2018;10;2;0;
2018;10;3;0,5;
2018;10;4;0;
2018;10;5;0;
2018;10;6;0;
2018;10;7;0;
2018;10;8;0;
2018;10;9;0;T
2018;10;10;0;
2018;10;11;0;
2018;10;12;0;
2018;10;13;0;
2018;10;14;0;
2018;10;15;0;
2018;10;16;0;
2018;10;17;0;
2018;10;18;0;
2018;10;19;0;
2018;10;20;0;
2018;10;21;0;
2018;10;22;0,3;
2018;10;23;0;
2018;10;24;10,2;
2018;10;25;0,3;
2018;10;26;0;
2018;10;27;0;
2018;10;28;25,4;
2018;10;29;0,3;
2018;10;30;0;T
2018;10;31;0;
